,메뉴명,설명
1184,콩국수,"콩물이 차갑고 걸쭉한데다 면에 잘 섞이지 않기 때문에 생각없이, 소금 간을 한다면 신경 써서 잘 녹여야 한다"
1185,콩나물국밥,콩나물국에 밥을 넣고 말아먹는 국밥의 한 종류
1186,콩나물국밥,지역별 요리 국요리 모주 전주시음식 한국 요리 채식 비건
1187,콩나물국밥,국물에 든 달걀을 휘저어 반숙으로 익히고 깍두기 국물과 김치를 약간 넣은 다음 장조림으로 간을 맞추어 밥 위에 김을 얹어 먹는다
1188,콩나물국밥,담백한 국물 요리를 찾는다 이거 드시면 됩니다.
1189,콩나물국밥,콩나물에는 간 보호 기능이 존재하는 아스파라긴산과 숙취 해소에 도움이 되는 아르기닌이 들어 있기 때문에 음주 후 먹으면 좋은 음식이라고 알려져 있다
1190,콩나물국밥,전주가 유명하며 해장으로 아주 좋은 음식이다.
1191,탄탄면,"사천 요리의 한 가지로, 중국판?비빔국수라고 생각하면 이해가 쉽다"
1192,탄탄면,"하지만 한국에서는 의외로 국물이 자작한 국수 스타일로 알려져 있는데, 국물이 있는 일본식 요리의 이미지 때문으로 보인다"
1193,탄탄면,한국인의 입맛에는 매콤한 정도이다
1194,탄탄면,중국 면요리가 생각나면 이 음식 어떤가요?
1195,탄탄면,중국판 비빔국수!
1196,탄탄면,처음 먹으면 호불호가 갈릴수도 있어요!
1197,탄탄면,"양념의 시큼하면서 매콤한 맛과, 땅콩기름의 고소하고 기름진 맛이 어우러져 오묘한 맛이 난다"
1198,탕수육,한국식 중화 요리가 세기 말세기 초 산둥성 출신 화교들이 인천으로 건너와 개점한 청요리집에서 출발했다는 점에서 한국식 탕수육의 가장 직접적인 유래로 여겨진다 
1199,탕수육,당과 식초가 들어간 탕추 탕초 소스를 활용한 요리법은 중국 전역에서 찾아볼 수 있는 오래된 요리법이며 각 지역마다 이름과 형태가 조금씩 다른 유사 요리들이 존재한다
1200,탕수육,주로 상대적으로 저렴한 뒷다리살을 이용해서 만들며 등심을 사용하거나 간간히 앞다리살을 쓰는 경우도 있다 과거에는 항정살을 이용해 만드는 경우도 많았으나 현재는 일부 업소에서만 사용하고 있다
1201,탕수육,둥베이 지역에서는 궈바오러우 과포육가 대표적인 요리탕수육은 중국집 고급 요리의 대표 
1202,탕수육,푹신하고 바삭한 튀김을 그냥 소금이나 간장에만 찍어서 먹어도 매우 맛있다
1203,탕수육,돼지고기에 녹말 반죽을 묻혀서 기름에 튀긴 후 설탕과 식초 채소 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 중화요리
1204,탕수육,중국집 주방장의 실력을 가늠 
1205,탕수육,배달 요리가 일반화되며 튀김에 탕수 소스를 따로 찍어 먹는 취식 형태가 전통적인 부어먹는 취식 형태를 위협 
1206,토스트,"또 식빵을 우유에 적셔 달걀을 발라 굽기도 하는데, 이를 프렌치 버전이라고 한다"
1207,토스트,"빵은 만들고 나서 시간이 지나면 수분이 빠지면서 단단해지고 맛도 없게 되는데, 불에 구우면 풍미도 좋아지고 먹을만한 식감이 된다"
1208,토스트,겉은 바삭바삭하고 속은 좀 더 부드러워진다
1209,토스트,막 구운 토스트를 찢어보면 식빵 결이 살아나는걸 볼 수 있다
1210,토스트,간단하게 진짜 맛있는 간식
1211,토스트,가격은 착한데 맛있고 배부르게 먹을 수 있어요!
1212,토스트,간단하게 먹는 간식과 같은 음식이며 프랜차이즈 토스트 집이 한국에서는 주를 이루고 있다
1213,토스트,바쁠때 짧은 시간에 간단하게 먹기 좋다.
1214,토스트,"대한민국에서는 길거리 음식 중, 1~2장의 토스트 사이에 햄, 채소, 계란, 치즈 등을 넣어서 만든 핫 샌드위치를 토스트라고 부르기도 한다"
1215,파전,비가오는 날에 주로 먹는 음식으로 막걸리와 궁합이 매우 좋다
1216,파전,"전라도와 서울 등지에 대파를 쓰는 집이 있고, 부산에서도 해물파전은 원래 대파를 쓴다"
1217,파전,"보통 15,000원 선에 먹을 수 있다"
1218,파전,비오는 날 꼭 땡기는 음식이죠..
1219,파전,막걸리가 빠질 수 없습니다.
1220,파전,남녀노소 다 좋아하는 전
1221,파전,비 오는 날에 주로 많이 먹는 음식 중 하나로 부침개의 대명사이며 좋은 예시로 많이 꼽힌다
1222,파전,"한국 요리 중의 하나로서, 반죽한 밀가루에 파를 넣어 부친 전"
1223,팔보채,"갖은?해산물과?채소로부터는?단백질,?비타민,?무기질?등의?영양소를 얻을 수 있다"
1224,팔보채,"?당근,?양파,?청경채?등의 채소를 더해서 걸쭉한 양념에 볶은 것인데, 언뜻 생각하기엔 어울리지 않을 것 같은 재료들이 각자의 맛을 살리면서도 서로 잘 어우러져 훌륭한 맛을 낸다"
1225,팔보채,중국요리 중 고급요리 먹고싶다하면 이 음식이죠
1226,팔보채,가격은 좀 나갑니다.
1227,팔보채,부드럽고 담백한 맛이 일품
1228,팔보채,"당연히 가격도 비싼 편으로, 중국집에서 난자완스, 깐풍기, 양장피, 유산슬 등과 함께 꽤나 고급 쪽으로 꼽히는 중국요리"
1229,팔보채,8가지 귀한 재료를 써서 만든 요리를 뜻한다
1230,팟타이,"쌀국수를?스크램블한 달걀,?두부,?새우,?부추,?숙주나물?등의 재료와 함께?남쁠라,?타마린드?주스, 팜슈가를 더해 볶아낸다"
1231,팟타이,맥주와의 조합도 굉장히 훌륭한 편이다
1232,팟타이,대표적인?태국 요리이다
1233,팟타이,태국의 볶음?쌀국수요리
1234,팟타이,맥주랑 함께 먹어도 참 좋습니다.
1235,팟타이,"한국에서는 보통 7,000~8,000원 선에서 팔린다"
1236,팟타이,"?땅콩?가루,?라임?즙,?고추가루,?설탕?등을 뿌려 먹는다"
1237,피자,야식으로도 많이 먹으며 기념일에 레스토랑에서 먹기도 좋다.
1238,피자,밀가루로 만든 얇고 납작한 반죽에 토마토 소스와 치즈 등 토핑을 얹어서 구워 내는 이탈리아에서 시작한 요리이다
1239,피자,배달업계 양대산맥 중 하나 
1240,피자,맥주가 빠질 수 없는 음식! 요샌 피맥이 대세지.
1241,피자,느끼한게 먹고 싶으면 생각나는 음식
1242,피자,최근에는 냉동피자도 출시하여 집에서 간단하게 먹을 수 있다
1243,피자,"기호에 따라서 올리브, 고기, 살라미, 해산물, 치즈, 채소, 과일 등을 비롯한 다양한 종류의 토핑을 선택하여 얹을 수 있다"
1244,피자,"보통 콜라, 피클과 같이 먹으며 맥주 안주로도 잘 어울리는 요리이다"
1245,피자,치킨과 함께 배달음식에서 가장 인기가 많은 요리 중 하나이다
1246,피자,"불고기 피자, 고구마 피자, 새우 피자, 베이컨 피자, 치즈 피자 등 다양한 피자들이 개발되어 있다"
1247,피자,"세계 각지에서 가장 대중적으로 사랑받는 요리 가운데 하나로, 이탈리아를 대표하는 요리이며, 파스타와 함께 이탈리아의 상징과도 같은 음식이라 할 수 있다"
1248,함박스테이크,학생들이 좋아하는 요리
1249,함박스테이크,다진 고기를 반죽해서 둥글납작한 형태로 뭉친 뒤 팬에 구워내는 요리이다
1250,함박스테이크,미국의 녹진한 고기 맛을 맛보고 싶을 땐?
1251,함박스테이크,어린아이들이 좋아하는 음식
1252,함박스테이크,기름지고 향이 진한 고기를 좋아하시는 분은 딱입니다.
1253,함박스테이크,일반적으로 쇠고기와 돼지고기의 다진 고기를 배합해서 만들지만 문화나 취향에 따라 양고기 닭고기 등 어떤 고기로든 대체가 가능한 형태를 보인다 
1254,함박스테이크,고기 반죽에 찰기를 주기 위해 소금을 맛과 향 식감을 위해서 각종 채소나 향신료 등을 사용하는 경우가 많다
1255,해물찜,매운 것을 잘 못 먹는 사람이라면 해물찜이 상당히 맵게 느껴질 수 있다
1256,해물찜,바닷가 가면 꼭 맛봐야 하는 음식이죠.
1257,해물찜,소주가 빠질 수 없는 음식입니다. 
1258,해물찜,매콤한 양념이 된 콩나물에 해물을 같이 먹으면?
1259,해물찜,"?콩나물이 50% 이상이고, 해물은?꽃게,?미더덕,?새우,?바지락,?아귀,?키조개,?오징어,?낙지,?조개,?홍합,?꼬막, 이리 등이다"
1260,해물찜,각종 해산물과?콩나물을?고추장이나 고춧가루 기반의 매콤한 양념으로 볶아 만드는 요리
1261,해물찜,가격은 보통 3인 기준으로 2만원 중후반~3만원대
1262,해물찜,현대와 같이 빨갛고 걸쭉한 양념으로 볶아서 만드는 것
1263,해물탕,"해물 특유의 깔끔한 맛 때문에 좋아하는 사람이 많지만, 비린내에 민감한 사람들은 싫어하는 음식이기도 하다"
1264,해물탕,"시원한 맛이 일품인 음식이며, 술과도 굉장히 잘 어울리는 음식이다"
1265,해물탕,금액은 조금 비싼 편이다.
1266,해물탕,바닷가 가면 꼭 맛봐야 합니다.
1267,해물탕,싱싱한 해물과 얼큰한 국물에 어울어짐
1268,해물탕,탕요리 먹는데 소주 빠지면 섭섭하죠.
1269,해물탕,혼자서 먹기는 부담스러우며 여러 사람이 먹기 좋다.
1270,해물탕,재료의 신선도에 따라 맵지 않게 끓일 수도 있다
1271,해물탕,"새우, 낙지, 게, 오징어, 미더덕, 그 외 각종 조개 등 주로 연체동물, 수산물을 넣고 끓인 탕 요리"
1272,해물탕,맵게는 하지만 본래 해물향을 느낄 수 있도록 향신료를 본래 냄새를 죽일 정도로 넣지는 않는다
1273,해물파전,비 오는 날에 주로 많이 먹는 음식 중 하나로?부침개의 대명사이며 좋은 예시로 많이 꼽힌다
1274,해물파전,"재료는 때에 따라 다르나 주로?오징어나?새우,?조개,?굴?등의 해물을 넣는 편이며?쇠고기가 들어가기도 한다"
1275,해물파전,그냥 파전도 좋은데 해물이 들어간 파전 못참습니다.
1276,해물파전,전인거 치고 가격이 조금 나가죠.
1277,해물파전,막걸리에 파전 한입
1278,해물파전,소주나 막걸리 등과 조합이 좋다
1279,해물파전,"한국 요리?중의 하나로서, 반죽한 밀가루에?파를 넣어 부친?전"
1280,해장국,"일반적으로 해장국을 먹는다고 하면 선지해장국, 뼈해장국, 황태해장국을 먹는다는 의미로 통용된다"
1281,해장국,"짭짤하고 자극적인 맛이 나면서 뜨거운 음식을 먹어야 든든한 식사를 했다고 여기는 한국인의 식성을 생각할 때, 속 쓰리다고 굶은 것 보다는 제대로 된 식사를 하는 것이 좋다는 것은 분명하다"
1282,해장국,"짭조름하고 얼큰한 맛 덕분에 해장이라는 이름과는 다르게 해장국 그 자체가 소주, 막걸리, 청주의 안주로도 사랑받는 요리이기도 하다"
1283,해장국,한국인이라면 일주일에 한번은 무조건 먹는 음식
1284,해장국,술먹은 다음날에 꼭 생각나는 음식이죠.
1285,해장국,대부분의 해장국 가게가 24시간 영업을 하기 때문에 야식으로 선호되기도 한다
1286,해장국,전날의 술기운으로 거북한 속을 풀기 위하여 먹는 국을 말한다
1287,해장국,대표적으로 숙취해소에 좋은 것은 콩나물과 황태를 사용한 해장국이다
1288,해장국,"돼지 뼈를 넣고 끓인 뼈해장국, 선지를 넣고 끓인 선지해장국, 콩나물을 넣고 끓인 콩나물해장국 등이 전국적으로 유명하다"
1289,햄버거,패스트 푸드의 일종인 음식이다
1290,햄버거,패티를 구운 후 다양한 부재료와 함께 빵 사이에 끼워 먹는 음식이다
1291,햄버거,보통 감자튀김과 콜라와 같이 먹는다
1292,햄버거,"치즈버거, 새우버거, 불고기버거, 치킨버거 등 다양한 종류가 있다"
1293,햄버거,대표적인 패스트푸드로 시간이 없거나 간단하고 간편하게 먹을 때 선택하기 좋은 음식이다
1294,햄버거,패스트푸드 하면 생각나는 음식이죠.
1295,햄버거,브랜드마다 맛이 다양해서 여러맛을 느낄 수 있습니다.
1296,햄버거,간단하고 빠르고 배부르게 먹을 땐 딱인 음식
1297,햄버거,짭조름하고 매콤한 맛부터 달달한 맛까지 다양하게 선택이 가능하다
1298,햄버거,배달 시스템이 잘 되어있어 야식으로도 먹기 좋다
1299,호떡,대한민국의?길거리 음식?중 하나
1300,호떡,길거리 음식답게 가격은 저렴하다
1301,호떡,?밀가루나?찹쌀로 반죽하여 안에?설탕을 넣고 납작하게 눌러 구운 음식이다
1302,호떡,추운 겨울에 집들어가다가 사먹어야 젤 맛있는 거 아시죠?
1303,호떡,남녀노소 다 좋아하는 음식
1304,호떡,"강력분으로 만든 반죽을 기름에 튀겨 쫄깃하고 바삭한 식감, 기름진 맛과 설탕을 넣어 만든 소의 달콤함이 어우러져 인기가 매우 좋은 겨울철 먹거리"
1305,호떡,외국인 관광객들이 선호하는 한국 길거리 음식 중 하나이기도 하다
1306,홍합탕,한겨울에 포장마차에서 소주와 궁합이 아주 좋다
1307,홍합탕,독립적인 메뉴지만 제철 홍합의 단가는 수산물 식재료 중에서 미역과 함께 싸면서 국물이 있는 안주기 때문에 이 국물이나 홍합탕을 서비스로 내주는 식당도 있다
1308,홍합탕,"시원하고 개운한 맛이 있는데다 살을 건져먹는 재미가 있어, 술 먹을 때 안주삼아 먹기에 좋다"
1309,홍합탕,홍합을 넣고 끓인?탕
1310,회,바다에 놀러가면 가장 많이 먹는 음식이며 소주와 같이 먹는 대표적인 음식이다.
1311,회,고급 이미지와는 별개로 호불호가 많이 갈리는 요리 중 하나다
